TargetDeviceFamily,CortexM4,,,,,,,,,,,,,,,
TargetDeviceSubFamily,MKL17Z644,mkl,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Pin,PTC6/LLWU_P10,p51,B4,p27,p39,A7,CMP0_IN0,,CMP0_IN0,PTC6/LLWU_P10,SPI0_MOSI,EXTRG_IN,,SPI0_MISO,,
Pin,PTC7,p52,A4,p28,p40,B6,CMP0_IN1,,CMP0_IN1,PTC7,SPI0_MISO,,,SPI0_MOSI,,
Pin,PTC8,p53,*,*,*,A6,CMP0_IN2,,CMP0_IN2,PTC8,I2C0_SCL,TPM0_CH4,,,,
Pin,PTC9,p54,*,*,*,B5,CMP0_IN3,,CMP0_IN3,PTC9,I2C0_SDA,TPM0_CH5,,,,
Pin,PTC10,p55,*,*,*,B4,DISABLED,,,PTC10,I2C1_SCL,,,,,
Pin,PTC11,p56,*,*,*,A5,DISABLED,,,PTC11,I2C1_SDA,,,,,
Pin,PTD0,p57,*,*,p41,C3,DISABLED,,,PTD0,SPI0_PCS0,,TPM0_CH0,,FXIO0_D0,
Pin,PTD1,p58,*,*,p42,A4,ADC0_SE5b,,ADC0_SE5b,PTD1,SPI0_SCK,,TPM0_CH1,,FXIO0_D1,
Pin,PTD2,p59,*,*,p43,C2,DISABLED,,,PTD2,SPI0_MOSI,UART2_RX,TPM0_CH2,SPI0_MISO,FXIO0_D2,
Pin,PTD3,p60,*,*,p44,B3,DISABLED,,,PTD3,SPI0_MISO,UART2_TX,TPM0_CH3,SPI0_MOSI,FXIO0_D3,
Pin,PTD4/LLWU_P14,p61,A3,p29,p45,A3,DISABLED,,,PTD4/LLWU_P14,SPI1_PCS0,UART2_RX,TPM0_CH4,,FXIO0_D4,
Pin,PTD5,p62,B3,p30,p46,C1,ADC0_SE6b,,ADC0_SE6b,PTD5,SPI1_SCK,UART2_TX,TPM0_CH5,,FXIO0_D5,
Pin,PTD6/LLWU_P15,p63,B2,p31,p47,B2,ADC0_SE7b,,ADC0_SE7b,PTD6/LLWU_P15,SPI1_MOSI,LPUART0_RX,I2C1_SDA,SPI1_MISO,FXIO0_D6,
Pin,PTD7,p64,A2,p32,p48,A2,DISABLED,,,PTD7,SPI1_MISO,LPUART0_TX,I2C1_SCL,SPI1_MOSI,FXIO0_D7,
,,,,,,,,,,,,,,,,
Pin,TEMP_SENSOR,Internal,Internal,Internal,Internal,Internal,ADC0_SE26,,,,,,,,,
Pin,BANDGAP,Internal,Internal,Internal,Internal,Internal,ADC0_SE27,,,,,,,,,
,,,,,,,,,,,,,,,,
,Peripheral,Clock register,Clock mask (defaults to name),,,,,,,,,,,,,
Peripheral,MCG,,,,,,,,,,,,,,,
Peripheral,I2C0,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,I2C1,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,UART2,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,CMP0,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,VREF,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,SPI0,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,SPI1,SIM->SCGC4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Peripheral,LPTMR0,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,PORTA,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,PORTB,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,PORTC,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,PORTD,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,PORTE,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,LPUART0,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,LPUART1,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,FLEXIO,SIM->SCGC5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Peripheral,FTFA,SIM->SCGC6,SIM_SCGC6_FTF_MASK,,,,,,,,,,,,,
Peripheral,DMAMUX0,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,CRC0,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,PIT,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,TPM0,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,TPM1,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,TPM2,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,ADC0,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,RTC,SIM->SCGC6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Peripheral,SMC,,,,,,,,,,,,,,,
Peripheral,DMA0,SIM->SCGC7,,,,,,,,,,,,,,
Peripheral,SIM,,,,,,,,,,,,,,,
Peripheral,CONSOLE,,,,,,,,,,,,,,,
Peripheral,LLWU,,,,,,,,,,,,,,,
Peripheral,PMC,,,,,,,,,,,,,,,
Peripheral,RCM,,,,,,,,,,,,,,,
Peripheral,MCM,,,,,,,,,,,,,,,
Peripheral,CRC0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Key,Name,Value,,,,,,,,,,,,,
Param,/FTFA/pflash_sector_size,Program flash sector size,1024,,,,,,,,,,,,,
Param,/FTFA/pflash_phrase_size,Program flash phrase size,4,,,,,,,,,,,,,
Param,/LLWU/device_list,Wakeup sources,LPTMR0;CMP0;;;;RTC_Alarm;;RTC_Seconds,,,,,,,,,,,,,
