TargetDeviceFamily,CortexM4,,,,,,,,,,,,,,
TargetDeviceSubFamily,MKL17Z4,mkl,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pin,PTE17,D1,p4,p4,p6,ADC0_DM1/ADC0_SE5a,,ADC0_DM1/ADC0_SE5a,PTE17,SPI0_SCK,UART2_RX,TPM_CLKIN1,LPTMR0_ALT3,FXIO0_D1,
Pin,PTE18,E2,p5,p5,p7,ADC0_DP2/ADC0_SE2,,ADC0_DP2/ADC0_SE2,PTE18,SPI0_MOSI,I2C0_SDA,SPI0_MISO,FXIO0_D2,,
Pin,PTE19,D2,p6,p6,p8,ADC0_DM2/ADC0_SE6a,,ADC0_DM2/ADC0_SE6a,PTE19,SPI0_MISO,I2C0_SCL,SPI0_MOSI,FXIO0_D3,,
Pin,PTE20,G1,p7,*,p9,ADC0_DP0/ADC0_SE0,,ADC0_DP0/ADC0_SE0,PTE20,TPM1_CH0,LPUART0_TX,,FXIO0_D4,,
Pin,PTE21,F1,p8,*,p10,ADC0_DM0/ADC0_SE4a,,ADC0_DM0/ADC0_SE4a,PTE21,TPM1_CH1,LPUART0_RX,,FXIO0_D5,,
Pin,PTE22,G2,*,*,p11,ADC0_DP3/ADC0_SE3,,ADC0_DP3/ADC0_SE3,PTE22,,TPM2_CH0,UART2_TX,,FXIO0_D6,
Pin,PTE23,F2,*,*,p12,ADC0_DM3/ADC0_SE7a,,ADC0_DM3/ADC0_SE7a,PTE23,,TPM2_CH1,UART2_RX,,FXIO0_D7,
Pin,VDDA,F4,p9,p7,p13,VDDA,,,,,,,,,
Pin,VREFH,G4,p10,*,p14,VREFH,,,,,,,,,
Pin,VREFL,G3,p11,*,p15,VREFL,,,,,,,,,
Pin,VSSA,F3,p12,p8,p16,VSSA,,,,,,,,,
Pin,PTE29,H1,p13,*,p17,CMP0_IN5/ADC0_SE4b,,CMP0_IN5/ADC0_SE4b,PTE29,,TPM0_CH2,TPM_CLKIN0,,,
Pin,PTE30,H2,p14,p9,p18,DAC0_OUT/ADC0_SE23/CMP0_IN4,,DAC0_OUT/ADC0_SE23/CMP0_IN4,PTE30,,TPM0_CH3,TPM_CLKIN1,LPUART1_TX,LPTMR0_ALT1,
Pin,PTE31,H3,*,*,p19,DISABLED,,,PTE31,,TPM0_CH4,,,,
Pin,PTE24,H4,p15,*,p20,DISABLED,,,PTE24,,TPM0_CH0,,I2C0_SCL,,
Pin,PTE25,H5,p16,*,p21,DISABLED,,,PTE25,,TPM0_CH1,,I2C0_SDA,,
Pin,PTA0,D3,p17,p10,p22,SWD_CLK,,,PTA0,,TPM0_CH5,,,,SWD_CLK
Pin,PTA1,D4,p18,p11,p23,DISABLED,,,PTA1,LPUART0_RX,TPM2_CH0,,,,
Pin,PTA2,E5,p19,p12,p24,DISABLED,,,PTA2,LPUART0_TX,TPM2_CH1,,,,
Pin,PTA3,D5,p20,p13,p25,SWD_DIO,,,PTA3,I2C1_SCL,TPM0_CH0,,,,SWD_DIO
Pin,PTA4,G5,p21,p14,p26,NMI_b,,,PTA4,I2C1_SDA,TPM0_CH1,,,,NMI_b
Pin,PTA5,F5,*,*,p27,DISABLED,,,PTA5,,TPM0_CH2,,,I2S0_TX_BCLK,
Pin,PTA12,H6,*,*,p28,DISABLED,,,PTA12,,TPM1_CH0,,,I2S0_TXD0,
Pin,PTA13,G6,*,*,p29,DISABLED,,,PTA13,,TPM1_CH1,,,I2S0_TX_FS,
Pin,VDD,G7,p22,p15,p30,VDD,,,,,,,,,
Pin,VSS,H7,p23,p16,p31,VSS,,,,,,,,,
Pin,PTA18,H8,p24,p17,p32,EXTAL0,,EXTAL0,PTA18,,LPUART1_RX,TPM_CLKIN0,,,
Pin,PTA19,G8,p25,p18,p33,XTAL0,,XTAL0,PTA19,,LPUART1_TX,TPM_CLKIN1,,LPTMR0_ALT1,
Pin,PTA20,F8,p26,p19,p34,RESET_b,,,PTA20,,,,,,RESET_b
Pin,PTB0,F7,p27,p20,p35,ADC0_SE8,,ADC0_SE8,PTB0/LLWU_P5,I2C0_SCL,TPM1_CH0,,,,
Pin,PTB1,F6,p28,p21,p36,ADC0_SE9,,ADC0_SE9,PTB1,I2C0_SDA,TPM1_CH1,,,,
Pin,PTB2,E7,p29,*,p37,ADC0_SE12,,ADC0_SE12,PTB2,I2C0_SCL,TPM2_CH0,,,,
Pin,PTB3,E8,p30,*,p38,ADC0_SE13,,ADC0_SE13,PTB3,I2C0_SDA,TPM2_CH1,,,,
Pin,PTB16,E6,p31,*,p39,DISABLED,,,PTB16,SPI1_MOSI,LPUART0_RX,TPM_CLKIN0,SPI1_MISO,,
Pin,PTB17,D7,p32,*,p40,DISABLED,,,PTB17,SPI1_MISO,LPUART0_TX,TPM_CLKIN1,SPI1_MOSI,,
Pin,PTB18,D6,*,*,p41,DISABLED,,,PTB18,,TPM2_CH0,I2S0_TX_BCLK,,,
Pin,PTB19,C7,*,*,p42,DISABLED,,,PTB19,,TPM2_CH1,I2S0_TX_FS,,,
Pin,PTC0,D8,p33,*,p43,ADC0_SE14,,ADC0_SE14,PTC0,,EXTRG_IN,,CMP0_OUT,I2S0_TXD0,
Pin,PTC1,C6,p34,p22,p44,ADC0_SE15,,ADC0_SE15,PTC1/LLWU_P6/RTC_CLKIN,I2C1_SCL,,TPM0_CH0,,I2S0_TXD0,
Pin,PTC2,B7,p35,p23,p45,ADC0_SE11,,ADC0_SE11,PTC2,I2C1_SDA,,TPM0_CH1,,I2S0_TX_FS,
Pin,PTC3,C8,p36,p24,p46,DISABLED,,,PTC3/LLWU_P7,SPI1_SCK,LPUART1_RX,TPM0_CH2,CLKOUT,I2S0_TX_BCLK,
Pin,VSS,E3,*,*,p47,VSS,,,,,,,,,
Pin,VDD,E4,*,*,p48,VDD,,,,,,,,,
Pin,PTC4,B8,p37,p25,p49,DISABLED,,,PTC4/LLWU_P8,SPI0_SS,LPUART1_TX,TPM0_CH3,I2S0_MCLK,,
Pin,PTC5,A8,p38,p26,p50,DISABLED,,,PTC5/LLWU_P9,SPI0_SCK,LPTMR0_ALT2,I2S0_RXD0,,CMP0_OUT,
Pin,PTC6,A7,p39,p27,p51,CMP0_IN0,,CMP0_IN0,PTC6/LLWU_P10,SPI0_MOSI,EXTRG_IN,I2S0_RX_BCLK,SPI0_MISO,I2S0_MCLK,
Pin,PTC7,B6,p40,p28,p52,CMP0_IN1,,CMP0_IN1,PTC7,SPI0_MISO,,I2S0_RX_FS,SPI0_MOSI,,
Pin,PTC8,A6,*,*,p53,CMP0_IN2,,CMP0_IN2,PTC8,I2C0_SCL,TPM0_CH4,I2S0_MCLK,,,
Pin,PTC9,B5,*,*,p54,CMP0_IN3,,CMP0_IN3,PTC9,I2C0_SDA,TPM0_CH5,I2S0_RX_BCLK,,,
Pin,PTC10,B4,*,*,p55,DISABLED,,,PTC10,I2C1_SCL,,I2S0_RX_FS,,,
Pin,PTC11,A5,*,*,p56,DISABLED,,,PTC11,I2C1_SDA,,I2S0_RXD0,,,
Pin,PTD0,C3,p41,*,p57,DISABLED,,,PTD0,SPI0_SS,,TPM0_CH0,,FXIO0_D0,
Pin,PTD1,A4,p42,*,p58,ADC0_SE5b,,ADC0_SE5b,PTD1,SPI0_SCK,,TPM0_CH1,,FXIO0_D1,
Pin,PTD2,C2,p43,*,p59,DISABLED,,,PTD2,SPI0_MOSI,UART2_RX,TPM0_CH2,SPI0_MISO,FXIO0_D2,
Pin,PTD3,B3,p44,*,p60,DISABLED,,,PTD3,SPI0_MISO,UART2_TX,TPM0_CH3,SPI0_MOSI,FXIO0_D3,
Pin,PTD4,A3,p45,p29,p61,DISABLED,,,PTD4/LLWU_P14,SPI1_SS,UART2_RX,TPM0_CH4,,FXIO0_D4,
Pin,PTD5,C1,p46,p30,p62,ADC0_SE6b,,ADC0_SE6b,PTD5,SPI1_SCK,UART2_TX,TPM0_CH5,,FXIO0_D5,
Pin,PTD6,B2,p47,p31,p63,ADC0_SE7b,,ADC0_SE7b,PTD6/LLWU_P15,SPI1_MOSI,LPUART0_RX,,SPI1_MISO,FXIO0_D6,
Pin,PTD7,A2,p48,p32,p64,DISABLED,,,PTD7,SPI1_MISO,LPUART0_TX,,SPI1_MOSI,FXIO0_D7,
,,,,,,,,,,,,,,,
Pin,TEMP_SENSOR,Internal,Internal,Internal,Internal,ADC0_SE26,,,,,,,,,
Pin,BANDGAP,Internal,Internal,Internal,Internal,ADC0_SE27,,,,,,,,,
,,,,,,,,,,,,,,,
,Peripheral,Clock register,Clock mask (defaults to name),,,,,,,,,,,,
Peripheral,MCG,,,,,,,,,,,,,,
Peripheral,I2C0,SIM->SCGC4,,,,,,,,,,,,,
Peripheral,I2C1,SIM->SCGC4,,,,,,,,,,,,,
Peripheral,UART2,SIM->SCGC4,,,,,,,,,,,,,
Peripheral,CMP0,SIM->SCGC4,,,,,,,,,,,,,
Peripheral,VREF,SIM->SCGC4,,,,,,,,,,,,,
Peripheral,SPI0,SIM->SCGC4,,,,,,,,,,,,,
Peripheral,SPI1,SIM->SCGC4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Peripheral,LPTMR0,SIM->SCGC5,,,,,,,,,,,,,
Peripheral,PORTA,SIM->SCGC5,,,,,,,,,,,,,
Peripheral,PORTB,SIM->SCGC5,,,,,,,,,,,,,
Peripheral,PORTC,SIM->SCGC5,,,,,,,,,,,,,
Peripheral,PORTD,SIM->SCGC5,,,,,,,,,,,,,
Peripheral,PORTE,SIM->SCGC5,,,,,,,,,,,,,
Peripheral,LPUART0,SIM->SCGC5,,,,,,,,,,,,,
Peripheral,LPUART1,SIM->SCGC5,,,,,,,,,,,,,
Peripheral,FLEXIO,SIM->SCGC5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Peripheral,FTFA,SIM->SCGC6,SIM_SCGC6_FTF_MASK,,,,,,,,,,,,
Peripheral,DMAMUX0,SIM->SCGC6,,,,,,,,,,,,,
Peripheral,I2S0,SIM->SCGC6,,,,,,,,,,,,,
,CRC0,SIM->SCGC6,,,,,,,,,,,,,
Peripheral,PIT,SIM->SCGC6,,,,,,,,,,,,,
Peripheral,TPM0,SIM->SCGC6,,,,,,,,,,,,,
Peripheral,TPM1,SIM->SCGC6,,,,,,,,,,,,,
Peripheral,TPM2,SIM->SCGC6,,,,,,,,,,,,,
Peripheral,ADC0,SIM->SCGC6,,,,,,,,,,,,,
Peripheral,RTC,SIM->SCGC6,,,,,,,,,,,,,
Peripheral,DAC0,SIM->SCGC6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Peripheral,SMC,,,,,,,,,,,,,,
Peripheral,DMA0,SIM->SCGC7,,,,,,,,,,,,,
Peripheral,SIM,,,,,,,,,,,,,,
Peripheral,CONSOLE,,,,,,,,,,,,,,
Peripheral,LLWU,,,,,,,,,,,,,,
Peripheral,PMC,,,,,,,,,,,,,,
Peripheral,RCM,,,,,,,,,,,,,,
Peripheral,MCM,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Key,Name,Value,,,,,,,,,,,,
Param,/FTFA/pflash_sector_size,Program flash sector size,1024,,,,,,,,,,,,
Param,/FTFA/pflash_phrase_size,Program flash phrase size,4,,,,,,,,,,,,
Param,/LLWU/device_list,Wakeup sources,LPTMR0;CMP0;;;;RTC_Alarm;;RTC_Seconds,,,,,,,,,,,,
