Family,MK20D7,mk,,,,,,,,,,,
,,,,,,,,,,,,,
Pin,PTB2,p37,ADC0_SE12/TSI0_CH7,,ADC0_SE12/TSI0_CH7,PTB2,I2C0_SCL,UART0_RTS_b,,,FTM0_FLT3,,
Pin,PTB3,p38,ADC0_SE13/TSI0_CH8,,ADC0_SE13/TSI0_CH8,PTB3,I2C0_SDA,UART0_CTS_b/UART0_COL_b,,,FTM0_FLT0,,
Pin,PTB16,p39,TSI0_CH9,,TSI0_CH9,PTB16,SPI1_SOUT,UART0_RX,,FB_AD17,EWM_IN,,
Pin,PTB17,p40,TSI0_CH10,,TSI0_CH10,PTB17,SPI1_SIN,UART0_TX,,FB_AD16,EWM_OUT_b,,
Pin,PTB18,p41,TSI0_CH11,,TSI0_CH11,PTB18,CAN0_TX,FTM2_CH0,I2S0_TX_BCLK,FB_AD15,FTM2_QD_PHA,,
Pin,PTB19,p42,TSI0_CH12,,TSI0_CH12,PTB19,CAN0_RX,FTM2_CH1,I2S0_TX_FS,FB_OE_b,FTM2_QD_PHB,,
Pin,PTC0,p43,ADC0_SE14/TSI0_CH13,,ADC0_SE14/TSI0_CH13,PTC0,SPI0_PCS4,PDB0_EXTRG,,FB_AD14,I2S0_TXD1,,
Pin,PTC1,p44,ADC0_SE15/TSI0_CH14,,ADC0_SE15/TSI0_CH14,PTC1/LLWU_P6,SPI0_PCS3,UART1_RTS_b,FTM0_CH0,FB_AD13,I2S0_TXD0,,
Pin,PTC2,p45,ADC0_SE4b/CMP1_IN0/TSI0_CH15,,ADC0_SE4b/CMP1_IN0/TSI0_CH15,PTC2,SPI0_PCS2,UART1_CTS_b,FTM0_CH1,FB_AD12,I2S0_TX_FS,,
Pin,PTC3,p46,CMP1_IN1,,CMP1_IN1,PTC3/LLWU_P7,SPI0_PCS1,UART1_RX,FTM0_CH2,CLKOUT,I2S0_TX_BCLK,,
Pin,VSS3,p47,VSS,,VSS,,,,,,,,
Pin,VDD3,p48,VDD,,VDD,,,,,,,,
Pin,PTC4,p49,DISABLED,,,PTC4/LLWU_P8,SPI0_PCS0,UART1_TX,FTM0_CH3,FB_AD11,CMP1_OUT,,
Pin,PTC5,p50,DISABLED,,,PTC5/LLWU_P9,SPI0_SCK,LPTMR0_ALT2,I2S0_RXD0,FB_AD10,CMP0_OUT,,
Pin,PTC6,p51,CMP0_IN0,,CMP0_IN0,PTC6/LLWU_P10,SPI0_SOUT,PDB0_EXTRG,I2S0_RX_BCLK,FB_AD9,I2S0_MCLK,,
Pin,PTC7,p52,CMP0_IN1,,CMP0_IN1,PTC7,SPI0_SIN,USB_SOF_OUT,I2S0_RX_FS,FB_AD8,,,
Pin,PTC8,p53,ADC1_SE4b/CMP0_IN2,,ADC1_SE4b/CMP0_IN2,PTC8,,,I2S0_MCLK,FB_AD7,,,
Pin,PTC9,p54,ADC1_SE5b/CMP0_IN3,,ADC1_SE5b/CMP0_IN3,PTC9,,,I2S0_RX_BCLK,FB_AD6,FTM2_FLT0,,
Pin,PTC10,p55,ADC1_SE6b,,ADC1_SE6b,PTC10,I2C1_SCL,,I2S0_RX_FS,FB_AD5,,,
Pin,PTC11,p56,ADC1_SE7b,,ADC1_SE7b,PTC11/LLWU_P11,I2C1_SDA,,I2S0_RXD1,FB_RW_b,,,
Pin,PTD0,p57,DISABLED,,,PTD0/LLWU_P12,SPI0_PCS0,UART2_RTS_b,,FB_ALE/FB_CS1_b/FB_TS_b,,,
Pin,PTD1,p58,ADC0_SE5b,,ADC0_SE5b,PTD1,SPI0_SCK,UART2_CTS_b,,FB_CS0_b,,,
Pin,PTD2,p59,DISABLED,,,PTD2/LLWU_P13,SPI0_SOUT,UART2_RX,,FB_AD4,,,
Pin,PTD3,p60,DISABLED,,,PTD3,SPI0_SIN,UART2_TX,,FB_AD3,,,
Pin,PTD4,p61,DISABLED,,,PTD4/LLWU_P14,SPI0_PCS1,UART0_RTS_b,FTM0_CH4,FB_AD2,EWM_IN,,
Pin,PTD5,p62,ADC0_SE6b,,ADC0_SE6b,PTD5,SPI0_PCS2,UART0_CTS_b/UART0_COL_b,FTM0_CH5,FB_AD1,EWM_OUT_b,,
Pin,PTD6,p63,ADC0_SE7b,,ADC0_SE7b,PTD6/LLWU_P15,SPI0_PCS3,UART0_RX,FTM0_CH6,FB_AD0,FTM0_FLT0,,
Pin,PTD7,p64,DISABLED,,,PTD7,CMT_IRO,UART0_TX,FTM0_CH7,,FTM0_FLT1,,
,,,,,,,,,,,,,
,Peripheral,Clock register,Clock mask (defaults to name),Clock source,Irq number,Irq number,Irq number,,,,,,
Peripheral,DAC0,SIM->SCGC2,,,DAC0_IRQn,,,,,,,,
,,,,,,,,,,,,,
Peripheral,FTM2,SIM->SCGC3,,,FTM2_IRQn,,,,,,,,
Peripheral,ADC1,SIM->SCGC3,,,ADC1_IRQn,,,,,,,,
,,,,,,,,,,,,,
Peripheral,MCG,,,,MCG_IRQn,,,,,,,,
Peripheral,EWM,SIM->SCGC4,,,,,,,,,,,
Peripheral,CMT,SIM->SCGC4,,,CMT_IRQn,,,,,,,,
Peripheral,I2C0,SIM->SCGC4,,,I2C0_IRQn,,,,,,,,
Peripheral,I2C1,SIM->SCGC4,,,I2C1_IRQn,,,,,,,,
Peripheral,UART0,SIM->SCGC4,,,UART0_RX_TX_IRQn,,,,,,,,
Peripheral,UART1,SIM->SCGC4,,,UART1_RX_TX_IRQn,,,,,,,,
Peripheral,UART2,SIM->SCGC4,,,UART2_RX_TX_IRQn,,,,,,,,
Peripheral,USB0,SIM->SCGC4,SIM_SCGC4_USBOTG_MASK,,USB0_IRQn,,,,,,,,
Peripheral,CMP0,SIM->SCGC4,SIM_SCGC4_CMP_MASK,,CMP0_IRQn,,,,,,,,
Peripheral,VREF,SIM->SCGC4,,,,,,,,,,,
,,,,,,,,,,,,,
Peripheral,LPTMR0,SIM->SCGC5,SIM_SCGC5_LPTMR_MASK,,LPTMR0_IRQn,,,,,,,,
Peripheral,TSI0,SIM->SCGC5,,,TSI0_IRQn,,,,,,,,
Peripheral,PORTA,SIM->SCGC5,,,PORTA_IRQn,,,,,,,,
Peripheral,PORTB,SIM->SCGC5,,,PORTB_IRQn,,,,,,,,
Peripheral,PORTC,SIM->SCGC5,,,PORTC_IRQn,,,,,,,,
Peripheral,PORTD,SIM->SCGC5,,,PORTD_IRQn,,,,,,,,
Peripheral,PORTE,SIM->SCGC5,,,PORTE_IRQn,,,,,,,,
,,,,,,,,,,,,,
Peripheral,FTFL,SIM->SCGC6,,,,,,,,,,,
Peripheral,DMAMUX0,SIM->SCGC6,,,,,,,,,,,
Peripheral,FLEXCAN0,SIM->SCGC6,,,,,,,,,,,
Peripheral,SPI0,SIM->SCGC6,,,SPI0_IRQn,,,,,,,,
Peripheral,SPI1,SIM->SCGC6,,,SPI1_IRQn,,,,,,,,
Peripheral,I2S0,SIM->SCGC6,SIM_SCGC6_I2S_MASK,,I2S0_Tx_IRQn,I2S0_Rx_IRQn,,,,,,,
Peripheral,CRC0,SIM->SCGC6,SIM_SCGC6_CRC_MASK,,,,,,,,,,
Peripheral,USBDCD,SIM->SCGC6,,,,,,,,,,,
Peripheral,PDB0,SIM->SCGC6,SIM_SCGC6_PDB_MASK,,PDB0_IRQn,,,,,,,,
Peripheral,PIT,SIM->SCGC6,,,PIT0_IRQn,PIT1_IRQn,PIT2_IRQn,PIT3_IRQn,,,,,
Peripheral,FTM0,SIM->SCGC6,,,FTM0_IRQn,,,,,,,,
Peripheral,FTM1,SIM->SCGC6,,,FTM1_IRQn,,,,,,,,
Peripheral,ADC0,SIM->SCGC6,,,ADC0_IRQn,,,,,,,,
Peripheral,RTC,SIM->SCGC6,,,RTC_Alarm_IRQn,RTC_Seconds_IRQn,,,,,,,
,,,,,,,,,,,,,
Peripheral,DMA0,SIM->SCGC7,SIM_SCGC7_DMA_MASK,,DMA0_IRQn,DMA1_IRQn,DMA2_IRQn,DMA3_IRQn,,,,,
Peripheral,LLWU,,,,LLWU_IRQn,,,,,,,,
Peripheral,SMC,,,,,,,,,,,,
Peripheral,SIM,,,,,,,,,,,,
Peripheral,CONSOLE,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,DMA #,Source,Async DMA,,,,,,,,,
DmaMux,0,0,Disabled,,,,,,,,,,
DmaMux,0,2,UART0_Receive,,,,,,,,,,
DmaMux,0,3,UART0_Transmit,,,,,,,,,,
DmaMux,0,4,UART1_Receive,,,,,,,,,,
DmaMux,0,5,UART1_Transmit,,,,,,,,,,
DmaMux,0,6,UART2_Receive,,,,,,,,,,
DmaMux,0,7,UART2_Transmit,,,,,,,,,,
DmaMux,0,14,I2S0_Receive,,,,,,,,,,
DmaMux,0,15,I2S0_Transmit,,,,,,,,,,
DmaMux,0,16,SPI0_Receive,,,,,,,,,,
DmaMux,0,17,SPI0_Transmit,,,,,,,,,,
DmaMux,0,18,SPI1_Receive,,,,,,,,,,
DmaMux,0,19,SPI1_Transmit,,,,,,,,,,
DmaMux,0,22,I2C0,,,,,,,,,,
DmaMux,0,23,I2C1,,,,,,,,,,
DmaMux,0,24,FTM0_Ch_0,,,,,,,,,,
DmaMux,0,25,FTM0_Ch_1,,,,,,,,,,
DmaMux,0,26,FTM0_Ch_2,,,,,,,,,,
DmaMux,0,27,FTM0_Ch_3,,,,,,,,,,
DmaMux,0,28,FTM0_Ch_4,,,,,,,,,,
DmaMux,0,29,FTM0_Ch_5,,,,,,,,,,
DmaMux,0,30,FTM0_Ch_6,,,,,,,,,,
DmaMux,0,31,FTM0_Ch_7,,,,,,,,,,
DmaMux,0,32,FTM1_Ch_0,,,,,,,,,,
DmaMux,0,33,FTM1_Ch_1,,,,,,,,,,
DmaMux,0,34,FTM2_Ch_0,,,,,,,,,,
DmaMux,0,35,FTM2_Ch_1,,,,,,,,,,
DmaMux,0,40,ADC0,,,,,,,,,,
DmaMux,0,41,ADC1,,,,,,,,,,
DmaMux,0,42,CMP0,,,,,,,,,,
DmaMux,0,43,CMP1,,,,,,,,,,
DmaMux,0,45,DAC0,,,,,,,,,,
DmaMux,0,47,CMT,,,,,,,,,,
DmaMux,0,48,PDB,,,,,,,,,,
DmaMux,0,49,PortA,,,,,,,,,,
DmaMux,0,50,PortB,,,,,,,,,,
DmaMux,0,51,PortC,,,,,,,,,,
DmaMux,0,52,PortD,,,,,,,,,,
DmaMux,0,53,PortE,,,,,,,,,,
DmaMux,0,54,AlwaysEnabled0,,,,,,,,,,
DmaMux,0,55,AlwaysEnabled1,,,,,,,,,,
DmaMux,0,56,AlwaysEnabled2,,,,,,,,,,
DmaMux,0,57,AlwaysEnabled3,,,,,,,,,,
DmaMux,0,48,AlwaysEnabled4,,,,,,,,,,
DmaMux,0,59,AlwaysEnabled5,,,,,,,,,,
DmaMux,0,60,AlwaysEnabled6,,,,,,,,,,
DmaMux,0,61,AlwaysEnabled7,,,,,,,,,,
DmaMux,0,62,AlwaysEnabled8,,,,,,,,,,
DmaMux,0,63,AlwaysEnabled9,,,,,,,,,,
,,,,,,,,,,,,,
,Peripheral,key,value,,,,,,,,,,
Param,SIM,coreFreq,72MHz,,,,,,,,,,
Param,SIM,busFreq,50MHz,,,,,,,,,,
Param,SIM,flashFreq,25MHz,,,,,,,,,,
Param,SIM,flexFreq,50MHz,,,,,,,,,,
,,,,,,,,,,,,,
Param,UART0,clockSource,SystemCoreClock,,,,,,,,,,
Param,UART1,clockSource,SystemCoreClock,,,,,,,,,,
Param,UART2,clockSource,SystemBusClock,,,,,,,,,,
,,,,,,,,,,,,,
Param,FTFL,peripheral_file,ftfl_32k_flexrom,,,,,,,,,,
Param,FTFL,pflash_sector_size,2048,,,,,,,,,,
Param,FTFL,dflash_sector_size,1024,,,,,,,,,,
Param,FTFL,pflash_phrase_size,4,,,,,,,,,,
Param,FTFL,dflash_phrase_size,4,,,,,,,,,,
,,,,,,,,,,,,,
Param,DMA0,NumChannels,16,,,,,,,,,,
