TargetDeviceFamily,CortexM4,,,,,,,,,,,,,,,
TargetDeviceSubFamily,MKL25Z4,mkl,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Peripheral,FTFA,SIM->SCGC6,SIM_SCGC6_FTF_MASK,,,,,,,,,,,,,
Peripheral,DMAMUX0,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,PIT,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,TPM0,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,TPM1,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,TPM2,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,ADC0,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,RTC,SIM->SCGC6,,,,,,,,,,,,,,
Peripheral,DAC0,SIM->SCGC6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Peripheral,DMA0,SIM->SCGC7,SIM_SCGC7_DMA_MASK,,,,,,,,,,,,,
Peripheral,SMC,,,,,,,,,,,,,,,
Peripheral,SIM,,,,,,,,,,,,,,,
Peripheral,CONSOLE,,,,,,,,,,,,,,,
Peripheral,LLWU,,,,,,,,,,,,,,,
Peripheral,PMC,,,,,,,,,,,,,,,
Peripheral,RCM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
LPTMR_PCS,0,MCGIRCLK,,,,,,,,,,,,,,
,1,LPO - 1 kHz clock,,,,,,,,,,,,,,
,2,ERCLK32K,,,,,,,,,,,,,,
,3,OSCERCLK_UNDIV - Undivided external,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Key,Name,Value,,,,,,,,,,,,,
Param,/FTFA/pflash_sector_size,Program flash sector size,1024,,,,,,,,,,,,,
Param,/FTFA/pflash_phrase_size,Program flash phrase size,4,,,,,,,,,,,,,
Param,/LLWU/device_list,Wakeup sources,LPTMR0;CMP0;;;TSI;RTC_Alarm;;RTC_Seconds,,,,,,,,,,,,,
