ID,Names,ALT0,ALT1,ALT2,ALT3,ALT4,ALT5,ALT6,ALT7,EzPort
Default,ADC0_5,PTD1,"[Disabled, PTD1]",,,,,,,
Default,ADC0_6,PTD5,"[Disabled, PTD5]",,,,,,,
Default,ADC0_7,PTD6,"[Disabled, PTD6]",,,,,,,
Default,ADC0_8,PTB0,"[Disabled, PTB0]",,,,,,,
Default,ADC0_9,PTB1,"[Disabled, PTB1]",,,,,,,
Default,FTM0_0,PTC1,"[Disabled, PTA3, PTC1]",,,,,,,
Default,FTM0_1,PTC2,"[Disabled, PTA4, PTC2]",,,,,,,
Default,FTM0_2,PTC3,"[Disabled, PTA5, PTC3]",,,,,,,
Default,FTM0_3,PTC4,"[Disabled, PTC4]",,,,,,,
Default,FTM0_4,PTD4,"[Disabled, PTD4]",,,,,,,
Default,FTM0_5,PTD5,"[Disabled, PTA0, PTD5]",,,,,,,
Default,FTM0_6,PTA1,"[Disabled, PTA1, PTD6]",,,,,,,
Default,FTM0_7,PTA2,"[Disabled, PTA2, PTD7]",,,,,,,
Default,FTM1_0,PTA12,"[Disabled, PTA12, PTB0]",,,,,,,
Default,FTM1_1,PTA13,"[Disabled, PTA13, PTB1]",,,,,,,
Default,I2C0_SCL,PTB0,"[Disabled, PTB0, PTB2]",,,,,,,
Default,I2C0_SDA,PTB1,"[Disabled, PTB1, PTB3]",,,,,,,
Default,LPTMR0_1,Disabled,"[Disabled, PTA19]",,,,,,,
Default,LPTMR0_2,Disabled,"[Disabled, PTC5]",,,,,,,
Default,SPI0_PCS0,Disabled,"[Disabled, PTC4, PTD0]",,,,,,,
Default,SPI0_PCS1,Disabled,"[Disabled, PTC3, PTD4]",,,,,,,
Default,SPI0_PCS2,Disabled,"[Disabled, PTC2, PTD5]",,,,,,,
Default,SPI0_PCS3,Disabled,"[Disabled, PTC1, PTD6]",,,,,,,
Default,SPI0_PCS4,Disabled,"[Disabled, PTC0]",,,,,,,
Default,SPI0_SCK,PTD1,"[Disabled, PTC5, PTD1]",,,,,,,
Default,SPI0_SIN,PTD3,"[Disabled, PTC7, PTD3]",,,,,,,
Default,SPI0_SOUT,PTD2,"[Disabled, PTC6, PTD2]",,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alias,A0,PTC0,,,,,,,,
Alias,A1,PTC1,,,,,,,,
Alias,A2,PTD6,,,,,,,,
Alias,A3,PTD5,,,,,,,,
Alias,A4,PTB1,,,,,,,,
Alias,A5,PTB0,,,,,,,,
Alias,D0,PTE1,,,,,,,,
Alias,D1,PTE0,,,,,,,,
Alias,D2,PTA5,,,,,,,,
Alias,D3,PTD4,,,,,,,,
Alias,D4,PTC8,,,,,,,,
Alias,D5,PTA1,,,,,,,,
Alias,D6,PTC3,,,,,,,,
Alias,D7,PTC4,,,,,,,,
Alias,D8,PTA12,,,,,,,,
Alias,D9,PTA2,,,,,,,,
Alias,D10,PTC2,,,,,,,,
Alias,D11,PTD2,,,,,,,,
Alias,D12,PTD3,,,,,,,,
Alias,D13,PTD1,,,,,,,,
Alias,D14,PTB3,,,,,,,,
Alias,D15,PTB2,,,,,,,,
Alias,D16,PTD0,,,,,,,,
Alias,D17,PTC11,,,,,,,,
Alias,D18,PTC5,,,,,,,,
Alias,D19,PTC6,,,,,,,,
Alias,D20,PTC7,,,,,,,,
Alias,D21,PTA4,,,,,,,,
Alias,D22,PTD7,,,,,,,,
Alias,D23,PTC9,,,,,,,,
Alias,D24,PTA13,,,,,,,,
Alias,D25,PTC10,,,,,,,,
,,,,,,,,,,
ClockInfo,ADC0,SIM->SCGC6,,,,,,,,
ClockInfo,I2C0,SIM->SCGC4,,,,,,,,
ClockInfo,SPI0,SIM->SCGC6,,,,,,,,
ClockInfo,FTM0,SIM->SCGC6,,,,,,,,
ClockInfo,FTM1,SIM->SCGC6,,,,,,,,
,,,,,,,,,,
ClockInfo,EWM,SIM->SCGC4,,,,,,,,
ClockInfo,CMT,SIM->SCGC4,,,,,,,,
ClockInfo,I2C0,SIM->SCGC4,,,,,,,,
ClockInfo,UART0,SIM->SCGC4,,,,,,,,
ClockInfo,UART1,SIM->SCGC4,,,,,,,,
ClockInfo,UART2,SIM->SCGC4,,,,,,,,
ClockInfo,USBOTG,SIM->SCGC4,,,,,,,,
ClockInfo,CMP,SIM->SCGC4,,,,,,,,
ClockInfo,VREF,SIM->SCGC4,,,,,,,,
,,,,,,,,,,
ClockInfo,LPTMR0,SIM->SCGC5,SIM_SCGC5_LPTMR_MASK,,,,,,,
ClockInfo,TSI,SIM->SCGC5,,,,,,,,
,,,,,,,,,,
ClockInfo,DMAMUX,SIM->SCGC6,,,,,,,,
ClockInfo,SPI0,SIM->SCGC6,,,,,,,,
ClockInfo,I2S0,SIM->SCGC6,,,,,,,,
ClockInfo,CRC,SIM->SCGC6,,,,,,,,
ClockInfo,USBDCD,SIM->SCGC6,,,,,,,,
ClockInfo,PDB0,SIM->SCGC6,,,,,,,,
ClockInfo,PIT,SIM->SCGC6,,,,,,,,
ClockInfo,FTM0,SIM->SCGC6,,,,,,,,
ClockInfo,FTM1,SIM->SCGC6,,,,,,,,
ClockInfo,ADC0,SIM->SCGC6,,,,,,,,
ClockInfo,RTC,SIM->SCGC6,,,,,,,,
,,,,,,,,,,
ClockInfo,DMA,SIM->SCGC7,,,,,,,,
